Site,Age,d13C,Material
1262,66.669442,3.00,bulk carbonate
1262,66.671041,3.02,bulk carbonate
1262,66.67264,2.96,bulk carbonate
1262,66.674239,3.10,bulk carbonate
1262,66.675838,2.98,bulk carbonate
1262,66.677437,2.90,bulk carbonate
1262,66.679569,2.88,bulk carbonate
1262,66.681168,2.94,bulk carbonate
1262,66.682766,2.92,bulk carbonate
1262,66.684365,2.95,bulk carbonate
1262,66.685964,2.94,bulk carbonate
1262,66.687563,2.98,bulk carbonate
1262,66.689162,2.88,bulk carbonate
1262,66.690761,3.04,bulk carbonate
1262,66.69236,2.96,bulk carbonate
1262,66.693959,2.97,bulk carbonate
1262,66.695558,3.02,bulk carbonate
1262,66.697157,3.04,bulk carbonate
1262,66.698756,2.97,bulk carbonate
1262,66.700355,2.90,bulk carbonate
1262,66.701954,2.98,bulk carbonate
1262,66.703553,2.96,bulk carbonate
1262,66.705152,3.00,bulk carbonate
1262,66.706751,2.89,bulk carbonate
1262,66.70835,2.92,bulk carbonate
1262,66.709949,2.96,bulk carbonate
1262,66.711548,2.91,bulk carbonate
1262,66.714746,2.89,bulk carbonate
1262,66.716345,2.90,bulk carbonate
1262,66.717944,2.85,bulk carbonate
1262,66.719543,2.94,bulk carbonate
1262,66.721142,2.88,bulk carbonate
1262,66.722741,2.92,bulk carbonate
1262,66.72434,3.05,bulk carbonate
1262,66.725939,2.84,bulk carbonate
1262,66.727538,2.81,bulk carbonate
1262,66.729137,2.87,bulk carbonate
1262,66.730736,2.78,bulk carbonate
1262,66.732335,2.81,bulk carbonate
1262,66.733934,2.88,bulk carbonate
1262,66.735494,2.78,bulk carbonate
1262,66.736975,2.82,bulk carbonate
1262,66.738456,2.85,bulk carbonate
1262,66.739937,3.01,bulk carbonate
1262,66.741419,2.92,bulk carbonate
1262,66.7429,2.93,bulk carbonate
1262,66.744381,2.91,bulk carbonate
1262,66.745862,3.01,bulk carbonate
1262,66.747344,2.95,bulk carbonate
1262,66.748825,2.97,bulk carbonate
1262,66.750306,2.89,bulk carbonate
1262,66.751787,2.83,bulk carbonate
1262,66.753269,2.84,bulk carbonate
1262,66.75475,2.79,bulk carbonate
1262,66.756231,2.87,bulk carbonate
1262,66.757712,2.85,bulk carbonate
1262,66.759194,2.91,bulk carbonate
1262,66.760675,2.86,bulk carbonate
1262,66.762156,2.90,bulk carbonate
1262,66.763637,2.80,bulk carbonate
1262,66.765119,2.82,bulk carbonate
1262,66.7666,2.81,bulk carbonate
1262,66.768081,2.90,bulk carbonate
1262,66.769562,2.90,bulk carbonate
1262,66.771044,2.98,bulk carbonate
1262,66.772525,2.96,bulk carbonate
1262,66.774006,2.95,bulk carbonate
1262,66.775487,2.93,bulk carbonate
1262,66.776969,2.95,bulk carbonate
1262,66.77845,2.92,bulk carbonate
1262,66.779931,2.91,bulk carbonate
1262,66.782894,2.92,bulk carbonate
1262,66.784375,2.92,bulk carbonate
1262,66.785856,2.97,bulk carbonate
1262,66.787337,2.77,bulk carbonate
1262,66.788819,2.94,bulk carbonate
1262,66.7903,2.93,bulk carbonate
1262,66.791781,2.96,bulk carbonate
1262,66.794744,3.12,bulk carbonate
1262,66.796225,3.05,bulk carbonate
1262,66.797706,3.02,bulk carbonate
1262,66.799188,3.14,bulk carbonate
1262,66.800669,3.13,bulk carbonate
1262,66.80215,3.05,bulk carbonate
1262,66.803631,3.12,bulk carbonate
1262,66.805112,3.06,bulk carbonate
1262,66.806594,3.06,bulk carbonate
1262,66.808075,3.07,bulk carbonate
1262,66.809556,3.03,bulk carbonate
1262,66.811037,3.01,bulk carbonate
1262,66.812519,2.99,bulk carbonate
1262,66.814,3.00,bulk carbonate
1262,66.815973,3.05,bulk carbonate
1262,66.817945,3.17,bulk carbonate
1262,66.819918,3.16,bulk carbonate
1262,66.82189,3.23,bulk carbonate
1262,66.823863,3.15,bulk carbonate
1262,66.825836,3.14,bulk carbonate
1262,66.827808,3.11,bulk carbonate
1262,66.829781,3.22,bulk carbonate
1262,66.831753,3.14,bulk carbonate
1262,66.833726,3.10,bulk carbonate
1262,66.835699,3.18,bulk carbonate
1262,66.837671,3.18,bulk carbonate
1262,66.839644,3.12,bulk carbonate
1262,66.841616,3.18,bulk carbonate
1262,66.843589,3.23,bulk carbonate
1262,66.845562,3.23,bulk carbonate
1262,66.847534,3.18,bulk carbonate
1262,66.849507,3.26,bulk carbonate
1262,66.851479,3.09,bulk carbonate
1262,66.853452,3.12,bulk carbonate
1262,66.855425,3.25,bulk carbonate
1262,66.857397,3.24,bulk carbonate
1262,66.85937,3.15,bulk carbonate
1262,66.861342,3.21,bulk carbonate
1262,66.863315,3.16,bulk carbonate
1262,66.865288,3.18,bulk carbonate
1262,66.86726,3.20,bulk carbonate
1262,66.869233,3.17,bulk carbonate
1262,66.871205,3.10,bulk carbonate
1262,66.873178,3.10,bulk carbonate
1262,66.875151,3.15,bulk carbonate
1262,66.877123,3.14,bulk carbonate
1262,66.881068,3.28,bulk carbonate
1262,66.883041,3.13,bulk carbonate
1262,66.885014,3.24,bulk carbonate
1262,66.892904,3.10,bulk carbonate
1262,66.894877,3.03,bulk carbonate
1262,66.896849,2.97,bulk carbonate
1262,66.898822,3.09,bulk carbonate
1262,66.900795,3.13,bulk carbonate
1262,66.902767,3.03,bulk carbonate
1262,66.90474,3.03,bulk carbonate
1262,66.908685,3.11,bulk carbonate
1262,66.910627,3.04,bulk carbonate
1262,66.912506,3.03,bulk carbonate
1262,66.914386,3.11,bulk carbonate
1262,66.916265,3.02,bulk carbonate
1262,66.918145,2.95,bulk carbonate
1262,66.920024,2.92,bulk carbonate
1262,66.921904,2.95,bulk carbonate
1262,66.923783,3.04,bulk carbonate
1262,66.925663,3.05,bulk carbonate
1262,66.927542,3.06,bulk carbonate
1262,66.929422,2.95,bulk carbonate
1262,66.931301,2.99,bulk carbonate
1262,66.933181,2.96,bulk carbonate
1262,66.93506,3.05,bulk carbonate
1262,66.938819,3.08,bulk carbonate
1262,66.940699,3.09,bulk carbonate
1262,66.942578,2.97,bulk carbonate
1262,66.944458,3.03,bulk carbonate
1262,66.948217,3.05,bulk carbonate
1262,66.950096,3.09,bulk carbonate
1262,66.951976,3.07,bulk carbonate
1262,66.953855,3.10,bulk carbonate
1262,66.955735,2.85,bulk carbonate
1262,66.957614,2.99,bulk carbonate
1262,66.959494,3.12,bulk carbonate
1262,66.961373,3.06,bulk carbonate
1262,66.963253,2.92,bulk carbonate
1262,66.965133,2.93,bulk carbonate
1262,66.967012,2.88,bulk carbonate
1262,66.968892,2.96,bulk carbonate
1262,66.972651,2.94,bulk carbonate
1262,66.97453,3.12,bulk carbonate
1262,66.97641,3.00,bulk carbonate
1262,66.978289,2.97,bulk carbonate
1262,66.980169,2.93,bulk carbonate
1262,66.982048,3.05,bulk carbonate
1262,66.983928,2.96,bulk carbonate
1262,66.985807,2.84,bulk carbonate
1262,66.987687,2.79,bulk carbonate
1262,66.989566,2.88,bulk carbonate
1262,66.991446,2.70,bulk carbonate
1262,66.993325,2.80,bulk carbonate
1262,66.995205,2.75,bulk carbonate
1262,66.997084,2.95,bulk carbonate
1262,66.998964,2.94,bulk carbonate
1262,67.000843,2.95,bulk carbonate
1262,67.002723,2.91,bulk carbonate
1262,67.004602,2.92,bulk carbonate
1262,67.006482,2.91,bulk carbonate
1262,67.008361,2.98,bulk carbonate
1262,67.010241,2.95,bulk carbonate
1262,67.01212,3.12,bulk carbonate
1262,67.014,3.22,bulk carbonate
1262,67.01588,3.03,bulk carbonate
1262,67.017759,3.21,bulk carbonate
1262,67.021518,3.14,bulk carbonate
1262,67.023398,3.15,bulk carbonate
1262,67.025277,3.28,bulk carbonate
1262,67.027157,3.16,bulk carbonate
1262,67.029036,3.20,bulk carbonate
1262,67.030916,3.03,bulk carbonate
1262,67.032795,3.40,bulk carbonate
1262,67.034675,3.30,bulk carbonate
1262,67.036554,3.25,bulk carbonate
1262,67.038434,3.12,bulk carbonate
1262,67.040313,3.13,bulk carbonate
1262,67.042193,3.22,bulk carbonate
1262,67.044072,3.25,bulk carbonate
1262,67.045952,2.95,bulk carbonate
1262,67.047831,3.10,bulk carbonate
1262,67.049711,3.12,bulk carbonate
1262,67.05159,3.18,bulk carbonate
1262,67.05347,3.01,bulk carbonate
1262,67.055349,3.09,bulk carbonate
1262,67.057229,3.01,bulk carbonate
1262,67.059108,3.00,bulk carbonate
1262,67.060988,2.97,bulk carbonate
1262,67.062867,2.92,bulk carbonate
1262,67.064747,3.34,bulk carbonate
1262,67.066627,3.24,bulk carbonate
1262,67.068506,3.42,bulk carbonate
