time,experiment,mean ocean surface pH,surface air temperature (degrees C),temperature (C),_surT (ice-free) (C),_benT (C) [> 2000 m],_surT (C),global POC flux (mol yr-1),global POC density (mol m-2 yr-1),global POC DOM fraction,mean annual SW flux at surface (W m-2),global total PO4 (mol),global mean PO4 (mol kg-1),surface (ice-free) PO4 (mol kg-1),benthic [> 2000 m] PO4 (mol kg-1),surface PO4 (mol kg-1),global pCO2 (mol),global pCO2 (atm),global total DIC_13C (mol),global DIC_13C (o/oo),surface (ice-free) DIC_13C (o/oo),benthic [> 2000 m] DIC_13C (o/oo),surface DIC_13C (o/oo),surface - benthic DIC_13C (o/oo),label
10.5,EXP2,7.602418,22.949625,11.143544,26.455362,9.320918,26.454222,553734800000000,1.469104,0.745,248.269,285424381549e4,2.1502e-6,6.1074e-8,2.41404e-6,6.10725e-8,196501724908e6,0.00111068,296387928175e5,0.693,1.836,0.699,1.836,1.137,CO2 effect
100.5,EXP2,7.427375,25.03089,11.523221,28.233863,9.337987,28.233863,504518000000000,1.338528,0.745,248.269,285569629754e4,2.1513e-6,4.04519e-8,2.47162e-6,4.04519e-8,280695384094e6,0.00158657,29793927564e6,-0.132,-1.636,0.524,-1.636,-2.16,CO2 effect
101.5,EXP2,7.42748,25.032624,11.526302,28.235686,9.338179,28.235686,504532300000000,1.338566,0.745,248.269,285569762519e4,2.1513e-6,4.04609e-8,2.47254e-6,4.04609e-8,280619281717e6,0.00158614,297947132191e5,-0.134,-1.62,0.522,-1.62,-2.1420000000000003,CO2 effect
102.5,EXP2,7.427585,25.034038,11.529373,28.237223,9.33838,28.237223,504504800000000,1.338493,0.745,248.269,285569638123e4,2.1513e-6,4.04417e-8,2.47346e-6,4.04417e-8,280543500849e6,0.00158571,297954933482e5,-0.136,-1.605,0.52,-1.605,-2.125,CO2 effect
103.5,EXP2,7.427693,25.035794,11.532432,28.238868,9.33858,28.238868,504568600000000,1.338662,0.745,248.269,285569663677e4,2.1513e-6,4.04235e-8,2.47438e-6,4.04235e-8,28046793017e7,0.00158528,297962713424e5,-0.138,-1.59,0.519,-1.59,-2.109,CO2 effect
104.5,EXP2,7.427797,25.037595,11.535479,28.240741,9.33878,28.240741,504548800000000,1.33861,0.745,248.269,285569788318e4,2.1513e-6,4.04275e-8,2.4753e-6,4.04275e-8,280392792233e6,0.00158486,297970482072e5,-0.14,-1.575,0.517,-1.575,-2.092,CO2 effect
105.5,EXP2,7.4279,25.039026,11.538516,28.242265,9.33899,28.242265,504463400000000,1.338383,0.745,248.269,285569756578e4,2.1513e-6,4.04067e-8,2.47622e-6,4.04067e-8,280317955845e6,0.00158443,297978208849e5,-0.142,-1.561,0.515,-1.561,-2.076,CO2 effect
106.5,EXP2,7.428006,25.040891,11.54154,28.243996,9.3392,28.243996,504517500000000,1.338527,0.745,248.269,285569853433e4,2.1513e-6,4.03816e-8,2.47715e-6,4.03816e-8,280243373072e6,0.00158401,297985905393e5,-0.144,-1.546,0.513,-1.546,-2.059,CO2 effect
107.5,EXP2,7.428106,25.042593,11.544553,28.245738,9.339411,28.245738,504543700000000,1.338596,0.745,248.269,285569964286e4,2.1513e-6,4.04175e-8,2.47807e-6,4.04175e-8,280169380351e6,0.00158359,297993565469e5,-0.145,-1.532,0.512,-1.532,-2.044,CO2 effect
108.5,EXP2,7.428209,25.043908,11.547556,28.247162,9.339631,28.247162,504510200000000,1.338507,0.745,248.269,285569764019e4,2.1513e-6,4.03946e-8,2.47899e-6,4.03946e-8,28009564009e7,0.00158318,298001174516e5,-0.147,-1.518,0.51,-1.518,-2.028,CO2 effect
109.5,EXP2,7.428316,25.045797,11.550547,28.248923,9.33985,28.248923,504553000000000,1.338621,0.745,248.269,285569804877e4,2.1513e-6,4.03694e-8,2.47992e-6,4.03694e-8,280021922672e6,0.00158276,298008788242e5,-0.149,-1.504,0.508,-1.504,-2.012,CO2 effect
11.5,EXP2,7.42352,23.348076,11.151393,26.702633,9.320948,26.702633,546684900000000,1.4504,0.745,248.269,285434067186e4,2.15027e-6,5.74726e-8,2.41409e-6,5.74726e-8,294057516711e6,0.00166209,296661511781e5,0.6,-1.473,0.698,-1.473,-2.1710000000000003,CO2 effect
12.5,EXP2,7.416747,23.607191,11.160739,26.928198,9.321002,26.928198,539753400000000,1.43201,0.745,248.269,28545295327e5,2.15042e-6,5.52314e-8,2.41416e-6,5.52314e-8,293050403607e6,0.0016564,296750510054e5,0.523,-3.104,0.696,-3.104,-3.8,CO2 effect
13.5,EXP2,7.415898,23.788683,11.16934,27.088425,9.320984,27.088425,536059900000000,1.422211,0.745,248.269,285468219041e4,2.15053e-6,5.37548e-8,2.41426e-6,5.37548e-8,292379354836e6,0.00165261,296810380163e5,0.469,-3.718,0.694,-3.718,-4.412,CO2 effect
14.5,EXP2,7.415507,23.926806,11.177373,27.211465,9.321081,27.211465,533510100000000,1.415446,0.745,248.269,285478759525e4,2.15061e-6,5.26935e-8,2.41437e-6,5.26935e-8,291841858607e6,0.00164957,296858610106e5,0.427,-3.967,0.692,-3.967,-4.659,CO2 effect
15.5,EXP2,7.415294,24.03782,11.184946,27.311029,9.321225,27.311029,531290300000000,1.409557,0.745,248.269,28548638518e5,2.15067e-6,5.18705e-8,2.41451e-6,5.18705e-8,291387906721e6,0.001647,296899481098e5,0.392,-4.067,0.69,-4.067,-4.757,CO2 effect
16.5,EXP2,7.415187,24.130469,11.192135,27.394524,9.321386,27.394524,529393500000000,1.404525,0.745,248.269,285492545414e4,2.15071e-6,5.11926e-8,2.41469e-6,5.11926e-8,2909930187e8,0.00164477,296935158151e5,0.362,-4.101,0.687,-4.101,-4.788,CO2 effect
17.5,EXP2,7.41515,24.209661,11.198994,27.466154,9.321522,27.466154,527755000000000,1.400178,0.745,248.269,285497671127e4,2.15075e-6,5.06761e-8,2.41492e-6,5.06761e-8,290642202243e6,0.00164279,296966961986e5,0.336,-4.1,0.685,-4.1,-4.785,CO2 effect
18.5,EXP2,7.415168,24.27841,11.205568,27.528448,9.321679,27.528448,526254100000000,1.396196,0.745,248.269,285501933792e4,2.15079e-6,5.02078e-8,2.41514e-6,5.02078e-8,290325269416e6,0.001641,296995801241e5,0.313,-4.081,0.682,-4.081,-4.763000000000001,CO2 effect
19.5,EXP2,7.415234,24.339056,11.211888,27.583505,9.321827,27.583505,524861100000000,1.3925,0.745,248.269,285505844738e4,2.15082e-6,4.97655e-8,2.41538e-6,4.97655e-8,29003529761e7,0.00163936,297022321483e5,0.292,-4.05,0.68,-4.05,-4.7299999999999995,CO2 effect
2.5,EXP2,7.675559,22.837416,11.141998,26.409339,9.320894,26.40761,555225000000000,1.473058,0.745,248.269,285421980026e4,2.15018e-6,6.22058e-8,2.41383e-6,6.22036e-8,147955109742e6,8.36283e-4,29637644189e6,0.703,2.449,0.696,2.449,1.753,CO2 effect
20.5,EXP2,7.415333,24.392914,11.217984,27.632503,9.322011,27.632503,523534000000000,1.388979,0.745,248.269,285509386689e4,2.15084e-6,4.94003e-8,2.41565e-6,4.94003e-8,289767256242e6,0.00163784,297046947741e5,0.273,-4.01,0.677,-4.01,-4.686999999999999,CO2 effect
21.5,EXP2,7.415462,24.440922,11.223879,27.676111,9.322213,27.676111,522320100000000,1.385758,0.745,248.269,285512677043e4,2.15087e-6,4.90607e-8,2.41594e-6,4.90607e-8,289517485275e6,0.00163643,29707000839e6,0.256,-3.966,0.675,-3.966,-4.641,CO2 effect
22.5,EXP2,7.415619,24.483856,11.229595,27.715211,9.322423,27.715211,521156900000000,1.382672,0.745,248.269,285515700125e4,2.15089e-6,4.87355e-8,2.41624e-6,4.87355e-8,289282940279e6,0.00163511,297091756682e5,0.241,-3.919,0.673,-3.919,-4.5920000000000005,CO2 effect
23.5,EXP2,7.415793,24.522669,11.235148,27.75057,9.322637,27.75057,520008900000000,1.379626,0.745,248.269,285518577006e4,2.15091e-6,4.84443e-8,2.41657e-6,4.84443e-8,289061523197e6,0.00163385,297112381925e5,0.226,-3.87,0.67,-3.87,-4.54,CO2 effect
24.5,EXP2,7.415986,24.557932,11.240553,27.78269,9.322867,27.78269,518899100000000,1.376682,0.745,248.269,285521371653e4,2.15093e-6,4.81509e-8,2.41691e-6,4.81509e-8,288851527712e6,0.00163267,297132035125e5,0.212,-3.82,0.668,-3.82,-4.4879999999999995,CO2 effect
25.5,EXP2,7.416184,24.589786,11.245824,27.81173,9.323105,27.81173,517802900000000,1.373774,0.745,248.269,285524141279e4,2.15095e-6,4.78911e-8,2.41725e-6,4.78911e-8,288651727052e6,0.00163154,297150819725e5,0.2,-3.77,0.665,-3.77,-4.4350000000000005,CO2 effect
26.5,EXP2,7.416393,24.618807,11.250973,27.838197,9.323345,27.838197,516763700000000,1.371017,0.745,248.269,285526822205e4,2.15097e-6,4.76191e-8,2.4176e-6,4.76191e-8,288460745013e6,0.00163046,297168846235e5,0.188,-3.72,0.663,-3.72,-4.383,CO2 effect
27.5,EXP2,7.416605,24.645201,11.256011,27.862284,9.323593,27.862284,515824500000000,1.368525,0.745,248.269,285529311139e4,2.15099e-6,4.73747e-8,2.41796e-6,4.73747e-8,288277682859e6,0.00162942,297186178723e5,0.177,-3.67,0.66,-3.67,-4.33,CO2 effect
28.5,EXP2,7.416823,24.669227,11.260946,27.884225,9.323856,27.884225,514902200000000,1.366078,0.745,248.269,28553167866e5,2.15101e-6,4.71359e-8,2.41833e-6,4.71359e-8,288101564585e6,0.00162843,297202912836e5,0.166,-3.62,0.658,-3.62,-4.2780000000000005,CO2 effect
29.5,EXP2,7.41704,24.691302,11.265788,27.904361,9.324127,27.904361,513999100000000,1.363682,0.745,248.269,285533955559e4,2.15103e-6,4.69006e-8,2.41873e-6,4.69006e-8,287931653264e6,0.00162747,297219110965e5,0.156,-3.571,0.656,-3.571,-4.227,CO2 effect
3.5,EXP2,7.675789,22.838785,11.14204,26.41035,9.320894,26.408622,554910900000000,1.472225,0.745,248.269,285421240959e4,2.15018e-6,6.2068e-8,2.41387e-6,6.20657e-8,148075390975e6,8.36962e-4,296365456005e5,0.704,2.476,0.697,2.476,1.779,CO2 effect
30.5,EXP2,7.417258,24.711704,11.270543,27.922998,9.324396,27.922998,513113400000000,1.361332,0.745,248.269,285536139537e4,2.15104e-6,4.66715e-8,2.41911e-6,4.66715e-8,287767374702e6,0.00162654,29723481906e6,0.147,-3.523,0.653,-3.523,-4.176,CO2 effect
31.5,EXP2,7.417471,24.730621,11.275217,27.940304,9.324661,27.940304,512299600000000,1.359173,0.745,248.269,285538314964e4,2.15106e-6,4.64928e-8,2.41947e-6,4.64928e-8,287608231021e6,0.00162564,297250082549e5,0.138,-3.476,0.651,-3.476,-4.127,CO2 effect
32.5,EXP2,7.417688,24.748437,11.279815,27.956595,9.324946,27.956595,511598300000000,1.357312,0.745,248.269,285540303332e4,2.15108e-6,4.62549e-8,2.41986e-6,4.62549e-8,287453818201e6,0.00162477,297264919511e5,0.129,-3.429,0.648,-3.429,-4.077,CO2 effect
33.5,EXP2,7.417898,24.765326,11.28434,27.972052,9.325241,27.972052,510778700000000,1.355138,0.745,248.269,285542346414e4,2.15109e-6,4.59975e-8,2.42029e-6,4.59975e-8,287303440564e6,0.00162392,297279413302e5,0.121,-3.384,0.646,-3.384,-4.03,CO2 effect
34.5,EXP2,7.418105,24.780974,11.288798,27.986374,9.325535,27.986374,510076700000000,1.353276,0.745,248.269,285544289944e4,2.15111e-6,4.57886e-8,2.42075e-6,4.57886e-8,287157139915e6,0.00162309,297293547322e5,0.113,-3.339,0.644,-3.339,-3.983,CO2 effect
35.5,EXP2,7.418308,24.795996,11.29319,28.00013,9.325831,28.00013,509342000000000,1.351326,0.745,248.269,285546185438e4,2.15112e-6,4.55769e-8,2.42123e-6,4.55769e-8,2870144701e8,0.00162228,297307364025e5,0.106,-3.295,0.641,-3.295,-3.936,CO2 effect
36.5,EXP2,7.418507,24.810171,11.297521,28.0131,9.326138,28.0131,508631000000000,1.34944,0.745,248.269,285548112269e4,2.15113e-6,4.53569e-8,2.42174e-6,4.53569e-8,286875249192e6,0.0016215,297320884783e5,0.098,-3.253,0.639,-3.253,-3.8920000000000003,CO2 effect
37.5,EXP2,7.418703,24.823543,11.301793,28.025404,9.326435,28.025404,507996000000000,1.347755,0.745,248.269,28554992972e5,2.15115e-6,4.51523e-8,2.42226e-6,4.51523e-8,28673924719e7,0.00162073,297334114755e5,0.091,-3.211,0.637,-3.211,-3.848,CO2 effect
38.5,EXP2,7.418896,24.836159,11.30601,28.037007,9.326725,28.037007,507408700000000,1.346197,0.745,248.269,285551622655e4,2.15116e-6,4.49431e-8,2.42281e-6,4.49431e-8,286606134388e6,0.00161998,297347081977e5,0.084,-3.17,0.634,-3.17,-3.804,CO2 effect
39.5,EXP2,7.419087,24.848112,11.310174,28.048022,9.327018,28.048022,506820300000000,1.344636,0.745,248.269,285553274585e4,2.15117e-6,4.47385e-8,2.42338e-6,4.47385e-8,286475643354e6,0.00161924,297359821277e5,0.078,-3.13,0.632,-3.13,-3.762,CO2 effect
4.5,EXP2,7.675873,22.840176,11.142091,26.41141,9.320895,26.409682,554677500000000,1.471605,0.745,248.269,28542152214e5,2.15018e-6,6.1967e-8,2.41389e-6,6.19648e-8,14817889929e7,8.37547e-4,296355043031e5,0.704,2.488,0.697,2.488,1.791,CO2 effect
40.5,EXP2,7.419272,24.859725,11.314287,28.058773,9.327297,28.058773,506276100000000,1.343192,0.745,248.269,285554858989e4,2.15119e-6,4.45448e-8,2.42396e-6,4.45448e-8,286347644558e6,0.00161851,297372338473e5,0.072,-3.091,0.63,-3.091,-3.721,CO2 effect
41.5,EXP2,7.419454,24.870336000000002,11.318352,28.068624,9.327563,28.068624,505772200000000,1.341855,0.745,248.269,285556342273e4,2.1512e-6,4.43533e-8,2.42456e-6,4.43533e-8,286222106046e6,0.00161781,297384628312e5,0.066,-3.052,0.628,-3.052,-3.68,CO2 effect
42.5,EXP2,7.419635,24.880341,11.322371,28.077921,9.327818,28.077921,505288900000000,1.340573,0.745,248.269,285557809535e4,2.15121e-6,4.41431e-8,2.42516e-6,4.41431e-8,28609881683e7,0.00161711,297396719795e5,0.06,-3.015,0.626,-3.015,-3.641,CO2 effect
43.5,EXP2,7.419809,24.88999,11.326348,28.08692,9.328061,28.08692,504756200000000,1.33916,0.745,248.269,285559319832e4,2.15122e-6,4.39447e-8,2.42578e-6,4.39447e-8,285977467875e6,0.00161642,297408642058e5,0.054,-2.978,0.624,-2.978,-3.6020000000000003,CO2 effect
44.5,EXP2,7.419983,24.898886,11.330283,28.09519,9.328298,28.09519,504397600000000,1.338208,0.745,248.269,285560701901e4,2.15123e-6,4.37779e-8,2.4264e-6,4.37779e-8,285858251359e6,0.00161575,297420368397e5,0.048,-2.942,0.622,-2.942,-3.564,CO2 effect
45.5,EXP2,7.420159,24.907768,11.334177,28.103525,9.328526,28.103525,504001800000000,1.337158,0.745,248.269,285561983532e4,2.15124e-6,4.35725e-8,2.42703e-6,4.35725e-8,285740731218e6,0.00161508,297431936584e5,0.043,-2.906,0.619,-2.906,-3.5250000000000004,CO2 effect
46.5,EXP2,7.420322,24.915469,11.338035,28.11079,9.328748,28.11079,503756100000000,1.336507,0.745,248.269,28556304667e5,2.15125e-6,4.3424e-8,2.42768e-6,4.3424e-8,285624947858e6,0.00161443,297443330568e5,0.038,-2.871,0.617,-2.871,-3.488,CO2 effect
47.5,EXP2,7.420488,24.9222,11.341861,28.117198,9.328964,28.117198,503531900000000,1.335912,0.745,248.269,285563911292e4,2.15125e-6,4.32824e-8,2.42833e-6,4.32824e-8,285510972592e6,0.00161379,297454543293e5,0.033,-2.838,0.615,-2.838,-3.4530000000000003,CO2 effect
48.5,EXP2,7.420652,24.928792,11.345654,28.12357,9.329173,28.12357,503355800000000,1.335445,0.745,248.269,285564735434e4,2.15126e-6,4.31447e-8,2.429e-6,4.31447e-8,285398614776e6,0.00161315,297465612513e5,0.028,-2.804,0.613,-2.804,-3.417,CO2 effect
49.5,EXP2,7.420814,24.933851,11.349422,28.128493,9.32938,28.128493,503234300000000,1.335122,0.745,248.269,285565358393e4,2.15127e-6,4.30149e-8,2.42968e-6,4.30149e-8,285287665678e6,0.00161252,297476537835e5,0.023,-2.771,0.611,-2.771,-3.3819999999999997,CO2 effect
5.5,EXP2,7.675891,22.84156,11.142148,26.412479,9.320897,26.410753,554487200000000,1.4711,0.745,248.269,285422039484e4,2.15018e-6,6.18998e-8,2.41392e-6,6.18976e-8,148272169542e6,8.38075e-4,296345265959e5,0.705,2.493,0.697,2.493,1.7959999999999998,CO2 effect
50.5,EXP2,7.420978,24.938263,11.353166,28.132834,9.329583,28.132834,503197700000000,1.335025,0.745,248.269,285565897653e4,2.15127e-6,4.28537e-8,2.43036e-6,4.28537e-8,285177852681e6,0.0016119,297487352381e5,0.018,-2.739,0.609,-2.739,-3.348,CO2 effect
51.5,EXP2,7.421134,24.942015,11.356888,28.136688,9.329782,28.136688,503179800000000,1.334978,0.745,248.269,285566394827e4,2.15127e-6,4.27353e-8,2.43105e-6,4.27353e-8,285069100137e6,0.00161129,297498072532e5,0.014,-2.706,0.608,-2.706,-3.314,CO2 effect
52.5,EXP2,7.421294,24.94443,11.360594,28.139435,9.329981,28.139435,503285900000000,1.335259,0.745,248.269,2855665324e6,2.15127e-6,4.26262e-8,2.43174e-6,4.26262e-8,284961629104e6,0.00161068,297508646995e5,0.009,-2.675,0.606,-2.675,-3.2809999999999997,CO2 effect
53.5,EXP2,7.421453,24.947378,11.364283,28.142695,9.330171,28.142695,503318300000000,1.335345,0.745,248.269,285566813594e4,2.15128e-6,4.24807e-8,2.43245e-6,4.24807e-8,284854904072e6,0.00161008,297519164591e5,0.005,-2.644,0.604,-2.644,-3.248,CO2 effect
54.5,EXP2,7.421603,24.949788,11.367955,28.145498,9.330356,28.145498,503308700000000,1.335319,0.745,248.269,285567128874e4,2.15128e-6,4.23713e-8,2.43316e-6,4.23713e-8,284749241709e6,0.00160948,297529603339e5,0,-2.614,0.602,-2.614,-3.2159999999999997,CO2 effect
55.5,EXP2,7.421751,24.950958,11.371616,28.147033,9.330542,28.147033,503501000000000,1.33583,0.745,248.269,285567196706e4,2.15128e-6,4.23083e-8,2.43388e-6,4.23083e-8,284644915082e6,0.00160889,297539900369e5,-0.004,-2.584,0.6,-2.584,-3.184,CO2 effect
56.5,EXP2,7.421902,24.952118,11.375266,28.148559,9.330724,28.148559,503624700000000,1.336158,0.745,248.269,285567208756e4,2.15128e-6,4.22061e-8,2.4346e-6,4.22061e-8,284541579711e6,0.00160831,297550105177e5,-0.008,-2.556,0.598,-2.556,-3.154,CO2 effect
57.5,EXP2,7.42205,24.952695,11.378907,28.149682,9.330908,28.149682,503749900000000,1.33649,0.745,248.269,285567106247e4,2.15128e-6,4.21277e-8,2.43532e-6,4.21277e-8,284439171826e6,0.00160773,297560232869e5,-0.012,-2.527,0.596,-2.527,-3.123,CO2 effect
58.5,EXP2,7.422197,24.953403,11.382539,28.150875,9.33109,28.150875,503907300000000,1.336908,0.745,248.269,285567031669e4,2.15128e-6,4.20436e-8,2.43606e-6,4.20436e-8,28433751074e7,0.00160715,297570294638e5,-0.016,-2.5,0.594,-2.5,-3.094,CO2 effect
59.5,EXP2,7.422343,24.955135,11.386158,28.153137,9.331264,28.153137,503913600000000,1.336924,0.745,248.269,285567169975e4,2.15128e-6,4.19376e-8,2.4368e-6,4.19376e-8,284236694565e6,0.00160658,297580306242e5,-0.02,-2.472,0.593,-2.472,-3.065,CO2 effect
6.5,EXP2,7.675874,22.842956,11.142211,26.412981,9.3209,26.411835,554327300000000,1.470676,0.745,248.269,285422554396e4,2.15018e-6,6.18429e-8,2.41395e-6,6.18414e-8,14835836103e7,8.38562e-4,29633606922e6,0.706,2.494,0.698,2.494,1.7960000000000003,CO2 effect
60.5,EXP2,7.422483,24.956833,11.389763,28.155341,9.331436,28.155341,503902100000000,1.336894,0.745,248.269,285567305162e4,2.15128e-6,4.18549e-8,2.43755e-6,4.18549e-8,284137048238e6,0.00160602,297590231385e5,-0.023,-2.445,0.591,-2.445,-3.0359999999999996,CO2 effect
61.5,EXP2,7.422626,24.958338,11.393356,28.157072,9.331607,28.157072,503997000000000,1.337146,0.745,248.269,285567443174e4,2.15128e-6,4.17778e-8,2.43831e-6,4.17778e-8,284038380622e6,0.00160546,297600059092e5,-0.027,-2.418,0.589,-2.418,-3.007,CO2 effect
62.5,EXP2,7.422766,24.959913,11.396937,28.15887,9.331774,28.15887,504074200000000,1.337351,0.745,248.269,285567589763e4,2.15128e-6,4.1716e-8,2.43908e-6,4.1716e-8,28394051956e7,0.00160491,297609823123e5,-0.031,-2.391,0.587,-2.391,-2.9779999999999998,CO2 effect
63.5,EXP2,7.422903,24.960884,11.400508,28.160252,9.331942,28.160252,504122200000000,1.337478,0.745,248.269,28556749936e5,2.15128e-6,4.16697e-8,2.43985e-6,4.16697e-8,283843602496e6,0.00160436,297619492894e5,-0.034,-2.365,0.586,-2.365,-2.951,CO2 effect
64.5,EXP2,7.423045,24.962343,11.404067,28.161987,9.332108,28.161987,504229100000000,1.337761,0.745,248.269,285567494222e4,2.15128e-6,4.15981e-8,2.44063e-6,4.15981e-8,283747344584e6,0.00160382,297629099711e5,-0.038,-2.34,0.584,-2.34,-2.924,CO2 effect
65.5,EXP2,7.423181,24.964726,11.40761,28.164715,9.332264,28.164715,504263000000000,1.337851,0.745,248.269,285567660067e4,2.15128e-6,4.15449e-8,2.44142e-6,4.15449e-8,283651895258e6,0.00160328,297638657874e5,-0.041,-2.315,0.582,-2.315,-2.897,CO2 effect
66.5,EXP2,7.423314,24.966786,11.411139,28.167148,9.332418,28.167148,504187800000000,1.337652,0.745,248.269,28556766022e5,2.15128e-6,4.14935e-8,2.44221e-6,4.14935e-8,283557397013e6,0.00160274,297648133464e5,-0.044,-2.29,0.58,-2.29,-2.87,CO2 effect
67.5,EXP2,7.42345,24.968866,11.414655,28.169291,9.332571,28.169291,504218200000000,1.337733,0.745,248.269,285567771744e4,2.15128e-6,4.14195e-8,2.44301e-6,4.14195e-8,283463707171e6,0.00160221,297657532278e5,-0.048,-2.266,0.579,-2.266,-2.8449999999999998,CO2 effect
68.5,EXP2,7.423581,24.970995,11.418156,28.171476,9.33272,28.171476,504253000000000,1.337825,0.745,248.269,285567962503e4,2.15128e-6,4.13683e-8,2.44382e-6,4.13683e-8,283370696304e6,0.00160169,297666887371e5,-0.051,-2.242,0.577,-2.242,-2.819,CO2 effect
69.5,EXP2,7.423712,24.972444,11.421645,28.173172,9.332875,28.173172,504222200000000,1.337743,0.745,248.269,285567894384e4,2.15128e-6,4.13312e-8,2.44463e-6,4.13312e-8,283278478289e6,0.00160117,297676157281e5,-0.054,-2.219,0.575,-2.219,-2.7939999999999996,CO2 effect
7.5,EXP2,7.675839,22.84433,11.142279,26.414066,9.320905,26.412921,554188300000000,1.470307,0.745,248.269,285423019613e4,2.15019e-6,6.18007e-8,2.41397e-6,6.17992e-8,148439251058e6,8.39019e-4,296327369364e5,0.706,2.494,0.698,2.494,1.7960000000000003,CO2 effect
70.5,EXP2,7.423847,24.974389,11.425121,28.175203,9.333029,28.175203,504295500000000,1.337938,0.745,248.269,285567974641e4,2.15128e-6,4.12592e-8,2.44544e-6,4.12592e-8,283186702e9,0.00160065,297685386398e5,-0.057,-2.195,0.574,-2.195,-2.7689999999999997,CO2 effect
71.5,EXP2,7.423976,24.976928,11.428581,28.177941,9.333176,28.177941,504269000000000,1.337867,0.745,248.269,285568213713e4,2.15129e-6,4.12063e-8,2.44626e-6,4.12063e-8,283095581562e6,0.00160013,297694581218e5,-0.06,-2.173,0.572,-2.173,-2.745,CO2 effect
72.5,EXP2,7.424101,24.978827,11.432027,28.18014,9.333324,28.18014,504246000000000,1.337806,0.745,248.269,285568180048e4,2.15129e-6,4.11808e-8,2.44708e-6,4.11808e-8,283005472485e6,0.00159962,2977036706e7,-0.063,-2.15,0.57,-2.15,-2.7199999999999998,CO2 effect
73.5,EXP2,7.424231,24.981165,11.43546,28.182469,9.333472,28.182469,504270100000000,1.33787,0.745,248.269,285568286296e4,2.15129e-6,4.11153e-8,2.44791e-6,4.11153e-8,282915871042e6,0.00159912,297712712427e5,-0.066,-2.128,0.569,-2.128,-2.697,CO2 effect
74.5,EXP2,7.424357,24.983454,11.438876,28.184777,9.333618,28.184777,504277800000000,1.337891,0.745,248.269,285568482712e4,2.15129e-6,4.10726e-8,2.44875e-6,4.10726e-8,282826924821e6,0.00159861,297721715004e5,-0.069,-2.106,0.567,-2.106,-2.673,CO2 effect
75.5,EXP2,7.424484,24.985042,11.442282,28.186534,9.333772,28.186534,504278000000000,1.337891,0.745,248.269,285568418775e4,2.15129e-6,4.10336e-8,2.44958e-6,4.10336e-8,282738604096e6,0.00159812,297730641006e5,-0.072,-2.085,0.565,-2.085,-2.65,CO2 effect
76.5,EXP2,7.424611,24.987074,11.445674,28.188576,9.333927,28.188576,504320100000000,1.338003,0.745,248.269,28556852588e5,2.15129e-6,4.09717e-8,2.45042e-6,4.09717e-8,282650635822e6,0.00159762,297739536664e5,-0.075,-2.064,0.564,-2.064,-2.628,CO2 effect
77.5,EXP2,7.424733,24.989398,11.44905,28.191051,9.334077,28.191051,504282800000000,1.337904,0.745,248.269,285568783971e4,2.15129e-6,4.09501e-8,2.45127e-6,4.09501e-8,282563366692e6,0.00159713,297748395457e5,-0.078,-2.043,0.562,-2.043,-2.6050000000000004,CO2 effect
78.5,EXP2,7.424853,24.991262,11.452414,28.193152,9.334231,28.193152,504234500000000,1.337776,0.745,248.269,285568801243e4,2.15129e-6,4.09276e-8,2.45211e-6,4.09276e-8,28247702817e7,0.00159664,297757150604e5,-0.081,-2.023,0.56,-2.023,-2.583,CO2 effect
79.5,EXP2,7.424974,24.993534,11.455764,28.19535,9.334385,28.19535,504273200000000,1.337878,0.745,248.269,285568953823e4,2.15129e-6,4.09073e-8,2.45297e-6,4.09073e-8,282391219635e6,0.00159615,297765855781e5,-0.083,-2.002,0.559,-2.002,-2.561,CO2 effect
8.5,EXP2,7.675793,22.845683,11.142351,26.415145,9.320908,26.414,554067600000000,1.469987,0.745,248.269,285423420238e4,2.15019e-6,6.17592e-8,2.41399e-6,6.17578e-8,148515880157e6,8.39452e-4,296319095161e5,0.707,2.493,0.698,2.493,1.795,CO2 effect
80.5,EXP2,7.425097,24.995665,11.459099,28.197509,9.334538,28.197509,504322300000000,1.338009,0.745,248.269,285569006222e4,2.15129e-6,4.08891e-8,2.45382e-6,4.08891e-8,282306089106e6,0.00159567,297774504397e5,-0.086,-1.982,0.557,-1.982,-2.539,CO2 effect
81.5,EXP2,7.425218,24.997198,11.462423,28.199165,9.334699,28.199165,504312700000000,1.337983,0.745,248.269,285568880909e4,2.15129e-6,4.08542e-8,2.45468e-6,4.08542e-8,282221338172e6,0.00159519,297783104903e5,-0.089,-1.963,0.555,-1.963,-2.5180000000000002,CO2 effect
82.5,EXP2,7.425342,24.999119,11.465735,28.201052,9.33486,28.201052,504348800000000,1.338079,0.745,248.269,285568984764e4,2.15129e-6,4.07989e-8,2.45554e-6,4.07989e-8,282136798957e6,0.00159471,297791693757e5,-0.091,-1.943,0.554,-1.943,-2.497,CO2 effect
83.5,EXP2,7.425459,25.001092,11.469033,28.203159,9.335019,28.203159,504362900000000,1.338117,0.745,248.269,285569161936e4,2.15129e-6,4.0791e-8,2.45641e-6,4.0791e-8,282052914949e6,0.00159424,297800244245e5,-0.094,-1.924,0.552,-1.924,-2.476,CO2 effect
