time,experiment,mean ocean surface pH,surface air temperature (degrees C),temperature (C),_surT (ice-free) (C),_benT (C) [> 2000 m],_surT (C),global POC flux (mol yr-1),global POC density (mol m-2 yr-1),global POC DOM fraction,mean annual SW flux at surface (W m-2),global total PO4 (mol),global mean PO4 (mol kg-1),surface (ice-free) PO4 (mol kg-1),benthic [> 2000 m] PO4 (mol kg-1),surface PO4 (mol kg-1),global pCO2 (mol),global pCO2 (atm),global total DIC_13C (mol),global DIC_13C (o/oo),surface (ice-free) DIC_13C (o/oo),benthic [> 2000 m] DIC_13C (o/oo),surface DIC_13C (o/oo),surface - benthic DIC_13C (o/oo),label
7.5,EXP3,7.675839,22.84433,11.142279,26.414066,9.320905,26.412921,554188300000000,1.470307,0.745,248.269,285423019613e4,2.15019e-6,6.18007e-8,2.41397e-6,6.17992e-8,148439251058e6,8.39019e-4,296327369364e5,0.706,2.494,0.698,2.494,1.7960000000000003,both
70.5,EXP3,7.427476,24.064293,10.860731,27.336635,8.929096,27.336635,601622800000000,1.596155,0.745,248.269,285818454177e4,2.15317e-6,1.65019e-7,2.1912e-6,1.65019e-7,278309107305e6,0.00157308,298164667106e5,-0.179,-1.276,0.191,-1.276,-1.467,both
71.5,EXP3,7.427587,24.088503,10.867297,27.358655,8.928796,27.358655,600948800000000,1.594367,0.745,248.269,285819518917e4,2.15318e-6,1.64645e-7,2.19131e-6,1.64645e-7,278239045467e6,0.00157268,298171928709e5,-0.181,-1.257,0.189,-1.257,-1.446,both
72.5,EXP3,7.427691,24.111995,10.873768,27.38002,8.928515,27.38002,600248600000000,1.592509,0.745,248.269,285820402741e4,2.15318e-6,1.6412e-7,2.19146e-6,1.6412e-7,278167817382e6,0.00157228,298179230637e5,-0.184,-1.238,0.187,-1.238,-1.425,both
73.5,EXP3,7.427801,24.134671,10.880148,27.400643,8.928273,27.400643,599793700000000,1.591302,0.745,248.269,285820993001e4,2.15319e-6,1.63629e-7,2.19163e-6,1.63629e-7,278096723404e6,0.00157188,298186527914e5,-0.187,-1.219,0.185,-1.219,-1.4040000000000001,both
74.5,EXP3,7.42789,24.156468,10.88644,27.420443,8.928078,27.420443,598750300000000,1.588534,0.745,248.269,285821639729e4,2.15319e-6,1.63126e-7,2.19184e-6,1.63126e-7,278025786845e6,0.00157148,298193851518e5,-0.189,-1.203,0.183,-1.203,-1.3860000000000001,both
75.5,EXP3,7.428003,24.177704,10.892647,27.439763,8.927913,27.439763,598323300000000,1.587401,0.745,248.269,285822557983e4,2.1532e-6,1.62725e-7,2.19206e-6,1.62725e-7,277955089194e6,0.00157108,298201155827e5,-0.192,-1.184,0.181,-1.184,-1.365,both
76.5,EXP3,7.428104,24.198195,10.898771,27.458425,8.927791,27.458425,597779200000000,1.585958,0.745,248.269,285823116169e4,2.15321e-6,1.62206e-7,2.19231e-6,1.62206e-7,277883643527e6,0.00157067,298208491574e5,-0.195,-1.167,0.179,-1.167,-1.346,both
77.5,EXP3,7.428208,24.218004,10.904815,27.476476,8.927715,27.476476,597154400000000,1.5843,0.745,248.269,285823753499e4,2.15321e-6,1.61805e-7,2.1926e-6,1.61805e-7,277812258504e6,0.00157027,298215840114e5,-0.197,-1.15,0.177,-1.15,-1.327,both
78.5,EXP3,7.428304,24.237232,10.910781,27.494005,8.927683,27.494005,596394000000000,1.582282,0.745,248.269,285824415144e4,2.15322e-6,1.61344e-7,2.19291e-6,1.61344e-7,277741097387e6,0.00156987,298223217609e5,-0.2,-1.133,0.175,-1.133,-1.308,both
79.5,EXP3,7.428415,24.255845,10.916672,27.510994,8.927698,27.510994,596105400000000,1.581517,0.745,248.269,28582490022e5,2.15322e-6,1.60921e-7,2.19326e-6,1.60921e-7,277669758838e6,0.00156947,298230578428e5,-0.202,-1.115,0.173,-1.115,-1.288,both
8.5,EXP3,7.675793,22.845683,11.142351,26.415145,9.320908,26.414,554067600000000,1.469987,0.745,248.269,285423420238e4,2.15019e-6,6.17592e-8,2.41399e-6,6.17578e-8,148515880157e6,8.39452e-4,296319095161e5,0.707,2.493,0.698,2.493,1.795,both
80.5,EXP3,7.428512,24.273918,10.92249,27.527499,8.927753,27.527499,595513200000000,1.579946,0.745,248.269,285825430614e4,2.15322e-6,1.60494e-7,2.19364e-6,1.60494e-7,277598120414e6,0.00156906,298237958916e5,-0.204,-1.099,0.171,-1.099,-1.27,both
81.5,EXP3,7.428614,24.291434,10.928236,27.543493,8.927841,27.543493,595073300000000,1.578779,0.745,248.269,285825886739e4,2.15323e-6,1.60096e-7,2.19405e-6,1.60096e-7,277526758083e6,0.00156866,298245323052e5,-0.207,-1.082,0.169,-1.082,-1.2510000000000001,both
82.5,EXP3,7.428715,24.308312,10.933914,27.558916,8.927961,27.558916,594716900000000,1.577833,0.745,248.269,285826224767e4,2.15323e-6,1.59675e-7,2.19447e-6,1.59675e-7,277455307333e6,0.00156825,298252686209e5,-0.209,-1.066,0.167,-1.066,-1.233,both
83.5,EXP3,7.428826,24.324882,10.939524,27.574087,8.928103,27.574087,594537600000000,1.577357,0.745,248.269,285826440128e4,2.15323e-6,1.59243e-7,2.1949e-6,1.59243e-7,277383597877e6,0.00156785,298260063136e5,-0.212,-1.049,0.165,-1.049,-1.214,both
84.5,EXP3,7.428918,24.340905,10.945068,27.58876,8.928269,27.58876,594008200000000,1.575953,0.745,248.269,285826949164e4,2.15323e-6,1.58874e-7,2.19535e-6,1.58874e-7,27731182132e7,0.00156744,298267455079e5,-0.214,-1.034,0.163,-1.034,-1.197,both
85.5,EXP3,7.42902,24.3563,10.950549,27.602856,8.92848,27.602856,593811300000000,1.57543,0.745,248.269,285827067552e4,2.15324e-6,1.58424e-7,2.19584e-6,1.58424e-7,277240196129e6,0.00156704,298274841442e5,-0.216,-1.019,0.162,-1.019,-1.1809999999999998,both
86.5,EXP3,7.429121,24.371343,10.955969,27.61666,8.928723,27.61666,593478500000000,1.574547,0.745,248.269,285827338055e4,2.15324e-6,1.58015e-7,2.19636e-6,1.58015e-7,277168398709e6,0.00156663,298282250776e5,-0.218,-1.003,0.16,-1.003,-1.1629999999999998,both
87.5,EXP3,7.429218,24.385843,10.961328,27.629979,8.928992,27.629979,593147800000000,1.57367,0.745,248.269,285827552911e4,2.15324e-6,1.57616e-7,2.1969e-6,1.57616e-7,277096727999e6,0.00156623,298289660047e5,-0.22,-0.988,0.158,-0.988,-1.146,both
88.5,EXP3,7.429318,24.400098,10.966629,27.643102,8.929288,27.643102,592792500000000,1.572727,0.745,248.269,285827870061e4,2.15324e-6,1.57219e-7,2.19745e-6,1.57219e-7,277024914505e6,0.00156582,298297080872e5,-0.223,-0.973,0.156,-0.973,-1.129,both
89.5,EXP3,7.429419,24.413946,10.971873,27.655858,8.929611,27.655858,592582800000000,1.572171,0.745,248.269,285827924433e4,2.15324e-6,1.56787e-7,2.19804e-6,1.56787e-7,276953138026e6,0.00156541,298304508943e5,-0.225,-0.958,0.154,-0.958,-1.1119999999999999,both
9.5,EXP3,7.675739,22.847024,11.142426,26.416218,9.320911,26.415074,553961800000000,1.469706,0.745,248.269,28542376252e5,2.15019e-6,6.17264e-8,2.41402e-6,6.17249e-8,148588996891e6,8.39865e-4,296311181828e5,0.707,2.491,0.698,2.491,1.7930000000000001,both
90.5,EXP3,7.429517,24.426752,10.977063,27.667691,8.929968,27.667691,592351800000000,1.571558,0.745,248.269,285828282243e4,2.15324e-6,1.565e-7,2.19864e-6,1.565e-7,276881509132e6,0.00156501,29831192183e6,-0.227,-0.943,0.153,-0.943,-1.0959999999999999,both
91.5,EXP3,7.42962,24.439461,10.982201,27.679481,8.930345,27.679481,592273500000000,1.57135,0.745,248.269,285828278222e4,2.15324e-6,1.56097e-7,2.19927e-6,1.56097e-7,276809507907e6,0.0015646,298319345741e5,-0.229,-0.928,0.151,-0.928,-1.079,both
92.5,EXP3,7.429719,24.451224,10.987288,27.69039,8.930751,27.69039,592074700000000,1.570823,0.745,248.269,28582834214e5,2.15325e-6,1.55773e-7,2.19991e-6,1.55773e-7,276737426051e6,0.0015642,29832678213e6,-0.231,-0.913,0.149,-0.913,-1.062,both
93.5,EXP3,7.429824,24.461799,10.992331,27.700254,8.931185,27.700254,592214000000000,1.571193,0.745,248.269,285828236971e4,2.15324e-6,1.55452e-7,2.20058e-6,1.55452e-7,276665125991e6,0.00156379,298334212132e5,-0.233,-0.898,0.147,-0.898,-1.045,both
94.5,EXP3,7.429931,24.471894,10.99733,27.709738,8.931635,27.709738,592518500000000,1.572001,0.745,248.269,285828059773e4,2.15324e-6,1.55178e-7,2.20126e-6,1.55178e-7,276592310463e6,0.00156338,298341653914e5,-0.235,-0.884,0.146,-0.884,-1.03,both
95.5,EXP3,7.430036,24.480504,11.002292,27.717948,8.93212,27.717948,592782200000000,1.5727,0.745,248.269,285827339073e4,2.15324e-6,1.54815e-7,2.20197e-6,1.54815e-7,276518938735e6,0.00156296,298349123809e5,-0.237,-0.869,0.144,-0.869,-1.013,both
96.5,EXP3,7.43014,24.488502,11.007219,27.725662,8.932621,27.725662,592865800000000,1.572922,0.745,248.269,285827076991e4,2.15324e-6,1.54572e-7,2.20269e-6,1.54572e-7,276445509513e6,0.00156255,29835663226e6,-0.239,-0.855,0.142,-0.855,-0.997,both
97.5,EXP3,7.430257,24.495385,11.012113,27.732468,8.9331410000000009,27.732468,593529800000000,1.574683,0.745,248.269,28582629986e5,2.15323e-6,1.54244e-7,2.20343e-6,1.54244e-7,276371185508e6,0.00156213,298364180551e5,-0.241,-0.84,0.141,-0.84,-0.981,both
98.5,EXP3,7.430362,24.500531,11.016983,27.737731,8.933696,27.737731,594003800000000,1.575941,0.745,248.269,285825397506e4,2.15322e-6,1.54025e-7,2.2042e-6,1.54025e-7,276296389208e6,0.0015617,29837174615e6,-0.243,-0.826,0.139,-0.826,-0.965,both
99.5,EXP3,7.430487,24.50536,11.021829,27.742768,8.934258,27.742768,594824600000000,1.578119,0.745,248.269,285824564679e4,2.15322e-6,1.5378e-7,2.20498e-6,1.5378e-7,27622078421e7,0.00156128,298379377978e5,-0.244,-0.81,0.137,-0.81,-0.9470000000000001,both
0.5,EXP4,7.674612,22.835204,11.14195,26.40795,9.320891,26.40622,545334800000000,1.446818,0.745,248.269,285444604688e4,2.15035e-6,6.45634e-8,2.41374e-6,6.45607e-8,147598440328e6,8.34267e-4,296396067957e5,0.7,2.287,0.696,2.287,1.591,fixed T
1.5,EXP4,7.674933,22.836162,11.141966,26.408472,9.32089,26.406742,554247900000000,1.470465,0.745,248.269,285426360226e4,2.15021e-6,6.26431e-8,2.4138e-6,6.26408e-8,147808527934e6,8.35454e-4,296387332598e5,0.701,2.387,0.696,2.387,1.691,fixed T
10.5,EXP4,7.57774,9.085542,10.808664,19.661064,9.318385,19.274013,33450300000000,0.08874642,0.745,5.31576,285840218851e4,2.15333e-6,5.27481e-7,2.41221e-6,5.14613e-7,197303636284e6,0.00111521,296358510543e5,0.681,1.432,0.7,1.453,0.7530000000000001,fixed T
100.5,EXP4,7.43065,24.580452,11.038194,27.806104,8.937027,27.806104,432262200000000,1.146827,0.745,248.269,286459104779e4,2.158e-6,1.84314e-7,2.2078e-6,1.84314e-7,283491125704e6,0.00160237,297662758358e5,-0.294,-1.816,0.071,-1.816,-1.887,fixed T
101.5,EXP4,7.430766,24.583503,11.043203,27.809671,8.937659,27.809671,432334300000000,1.147019,0.745,248.269,286458082084e4,2.15799e-6,1.84014e-7,2.20862e-6,1.84014e-7,283444422267e6,0.00160211,297667197634e5,-0.296,-1.8,0.069,-1.8,-1.869,fixed T
102.5,EXP4,7.430849,24.587102,11.048195,27.813751,8.938289,27.813751,432374000000000,1.147124,0.745,248.269,286457862049e4,2.15799e-6,1.84019e-7,2.20945e-6,1.84019e-7,283398666503e6,0.00160185,297671694459e5,-0.298,-1.786,0.068,-1.786,-1.854,fixed T
103.5,EXP4,7.430982,24.59017,11.053172,27.817469,8.938939,27.817469,433620300000000,1.150431,0.745,248.269,286456014e7,2.15797e-6,1.83539e-7,2.2103e-6,1.83539e-7,283351798123e6,0.00160158,297676182431e5,-0.3,-1.77,0.067,-1.77,-1.837,fixed T
104.5,EXP4,7.431071,24.59316,11.058134,27.820893,8.939601,27.820893,433382300000000,1.149799,0.745,248.269,286455843428e4,2.15797e-6,1.83628e-7,2.21117e-6,1.83628e-7,283304389238e6,0.00160131,297680729031e5,-0.302,-1.758,0.066,-1.758,-1.824,fixed T
105.5,EXP4,7.431204,24.597126,11.063077,27.825181,8.94026,27.825181,434696800000000,1.153287,0.745,248.269,286454829103e4,2.15796e-6,1.83187e-7,2.21204e-6,1.83187e-7,283255941865e6,0.00160104,297685353838e5,-0.303,-1.742,0.064,-1.742,-1.806,fixed T
106.5,EXP4,7.431294,24.600907,11.068002,27.829436,8.940931,27.829436,434619000000000,1.15308,0.745,248.269,2864544256e6,2.15796e-6,1.83189e-7,2.21292e-6,1.83189e-7,283207795055e6,0.00160077,297690009202e5,-0.305,-1.733,0.063,-1.733,-1.796,fixed T
107.5,EXP4,7.431389,24.605185,11.072908,27.833866,8.941599,27.833866,434174800000000,1.151902,0.745,248.269,286453936599e4,2.15796e-6,1.82945e-7,2.21382e-6,1.82945e-7,283160872528e6,0.0016005,297694707483e5,-0.307,-1.715,0.062,-1.715,-1.7770000000000001,fixed T
108.5,EXP4,7.431484,24.610091,11.077791,27.838913,8.942265,27.838913,434476800000000,1.152703,0.745,248.269,286453807465e4,2.15796e-6,1.82875e-7,2.21472e-6,1.82875e-7,283113624443e6,0.00160024,297699397938e5,-0.309,-1.705,0.061,-1.705,-1.766,fixed T
109.5,EXP4,7.431595,24.61473,11.082653,27.843854,8.942942,27.843854,434363000000000,1.152401,0.745,248.269,286452233817e4,2.15795e-6,1.82232e-7,2.21563e-6,1.82232e-7,283067024403e6,0.00159997,297704073747e5,-0.31,-1.69,0.06,-1.69,-1.75,fixed T
11.5,EXP4,7.416895,1.637455,10.204937,13.610466,9.2996200000000009,13.014355,11688390000000,0.03101027,0.745,43.7316,286307022019e4,2.15686e-6,1.16582e-6,2.40025e-6,1.11922e-6,296019764332e6,0.00167318,296578690394e5,0.588,0.327,0.699,0.366,-0.33299999999999996,fixed T
12.5,EXP4,7.443371,5.679677,9.928578,12.643422,9.267853,12.261263,1290752e9,3.424471,0.745,213.541,285314915055e4,2.14938e-6,9.30049e-7,2.37552e-6,9.03968e-7,294947370707e6,0.00166712,29653672825e6,0.407,-3.334,0.67,-3.268,-3.9379999999999997,fixed T
13.5,EXP4,7.430381,9.640335,9.950733,14.95931,9.245278,14.691,1115665e9,2.95995,0.745,247.604,284866800136e4,2.14599e-6,7.10343e-7,2.35859e-6,6.98378e-7,292493348944e6,0.00165325,296673587873e5,0.347,-3.123,0.639,-3.1,-3.739,fixed T
14.5,EXP4,7.423997,12.501319,10.00739,17.292116,9.226587,17.083627,938798900000000,2.490711,0.745,248.269,28510000187e5,2.14774e-6,5.96417e-7,2.34841e-6,5.8953e-7,291035809789e6,0.00164501,296814150768e5,0.292,-3.178,0.612,-3.166,-3.778,fixed T
15.5,EXP4,7.422101,14.252161,10.055871,18.767138,9.209722,18.589551,834354300000000,2.213611,0.745,248.269,285358318066e4,2.14969e-6,5.29878e-7,2.34076e-6,5.2516e-7,290081916882e6,0.00163962,296929938238e5,0.246,-3.241,0.59,-3.233,-3.823,fixed T
16.5,EXP4,7.421412,15.485481,10.098691,19.826886,9.194248,19.659795,765313400000000,2.03044,0.745,248.269,285570403616e4,2.15129e-6,4.8635e-7,2.33358e-6,4.82531e-7,289411218325e6,0.00163583,297018996993e5,0.207,-3.323,0.571,-3.318,-3.8890000000000002,fixed T
17.5,EXP4,7.421049,16.427336,10.137303,20.631586,9.179571,20.480889,718117600000000,1.905225,0.745,248.269,2857232269e6,2.15244e-6,4.52591e-7,2.32679e-6,4.4954e-7,288895987531e6,0.00163292,297087281525e5,0.174,-3.39,0.554,-3.387,-3.941,fixed T
18.5,EXP4,7.420871,17.184551,10.172595,21.284932,9.165289,21.145154,685733600000000,1.819308,0.745,248.269,285831361871e4,2.15326e-6,4.25538e-7,2.32036e-6,4.22964e-7,288485514251e6,0.0016306,29714028356e6,0.146,-3.433,0.538,-3.431,-3.9690000000000003,fixed T
19.5,EXP4,7.420759,17.817018,10.205135,21.838242,9.151025,21.702805,659245800000000,1.749034,0.745,248.269,285911160739e4,2.15386e-6,4.02626e-7,2.31406e-6,4.00334e-7,288144979135e6,0.00162867,297182639117e5,0.122,-3.467,0.522,-3.465,-3.987,fixed T
2.5,EXP4,7.675504,22.837463,11.141999,26.409367,9.320894,26.407638,553582900000000,1.468701,0.745,248.269,285422095567e4,2.15018e-6,6.23856e-8,2.41383e-6,6.23833e-8,147963086653e6,8.36328e-4,296376028788e5,0.703,2.449,0.697,2.449,1.7519999999999998,fixed T
20.5,EXP4,7.420757,18.358289,10.235339,22.316648,9.137468,22.181887,636693400000000,1.6892,0.745,248.269,285971840967e4,2.15432e-6,3.8243e-7,2.30816e-6,3.80319e-7,287858661582e6,0.00162706,297217267766e5,0.1,-3.485,0.505,-3.483,-3.988,fixed T
21.5,EXP4,7.420723,18.823808,10.263547,22.725781,9.125019,22.595634,617449200000000,1.638144,0.745,248.269,286020058738e4,2.15468e-6,3.65745e-7,2.30268e-6,3.63842e-7,287620481755e6,0.00162571,297245833718e5,0.081,-3.497,0.489,-3.496,-3.985,fixed T
22.5,EXP4,7.420816,19.230889,10.290027,23.083986,9.113591,22.959015,602152400000000,1.59756,0.745,248.269,286060034013e4,2.15498e-6,3.51055e-7,2.29755e-6,3.49336e-7,287415739934e6,0.00162455,297270022091e5,0.064,-3.487,0.473,-3.487,-3.96,fixed T
23.5,EXP4,7.420953,19.592664,10.314985,23.402475,9.103446,23.283086,589257400000000,1.563349,0.745,248.269,286093995896e4,2.15524e-6,3.3787e-7,2.29276e-6,3.36319e-7,287235393241e6,0.00162353,297290858452e5,0.049,-3.466,0.458,-3.466,-3.9240000000000004,fixed T
24.5,EXP4,7.421144,19.917096,10.338584000000001,23.690119,9.094075,23.574904,577921900000000,1.533274,0.745,248.269,286122490778e4,2.15545e-6,3.26321e-7,2.28812e-6,3.24895e-7,287074710203e6,0.00162262,297309028288e5,0.034,-3.449,0.443,-3.448,-3.891,fixed T
25.5,EXP4,7.421307,20.212343,10.360955,23.951331,9.085301,23.841429,567859400000000,1.506578,0.745,248.269,286146394576e4,2.15563e-6,3.15834e-7,2.2836e-6,3.14539e-7,286928401915e6,0.0016218,297325182079e5,0.021,-3.427,0.429,-3.426,-3.855,fixed T
26.5,EXP4,7.421536,20.482222,10.382209,24.190758,9.077255,24.085449,559228000000000,1.483678,0.745,248.269,286167871086e4,2.1558e-6,3.06293e-7,2.27924e-6,3.05106e-7,286793650658e6,0.00162104,297339762905e5,0.009,-3.401,0.415,-3.401,-3.816,fixed T
27.5,EXP4,7.421668,20.729891,10.402442,24.409392,9.069962,24.309753,549833800000000,1.458755,0.745,248.269,286187627201e4,2.15594e-6,2.97506e-7,2.27505e-6,2.9643e-7,286674644285e6,0.00162036,297352954867e5,-0.003,-3.383,0.402,-3.383,-3.785,fixed T
28.5,EXP4,7.421918,20.958082,10.421739,24.610658,9.063157,24.51667,543496600000000,1.441941,0.745,248.269,28620580259e5,2.15608e-6,2.89169e-7,2.2709e-6,2.88195e-7,286563946815e6,0.00161974,297364826139e5,-0.013,-3.349,0.389,-3.349,-3.7380000000000004,fixed T
29.5,EXP4,7.422178,21.167966,10.440178,24.796458,9.056805,24.70713,538667400000000,1.429129,0.745,248.269,286221723282e4,2.1562e-6,2.81439e-7,2.26682e-6,2.80546e-7,286459293655e6,0.00161915,297375659749e5,-0.023,-3.321,0.377,-3.32,-3.697,fixed T
3.5,EXP4,7.675734,22.838858,11.142042,26.410398,9.320894,26.40867,553250000000000,1.467818,0.745,248.269,285421434503e4,2.15018e-6,6.22425e-8,2.41387e-6,6.22402e-8,148085863224e6,8.37022e-4,296364806234e5,0.704,2.477,0.697,2.477,1.7799999999999998,fixed T
30.5,EXP4,7.422285,21.362653,10.457825,24.965997,9.050752,24.883956,531867200000000,1.411088,0.745,248.269,286235447992e4,2.15631e-6,2.74118e-7,2.26275e-6,2.73329e-7,286362051221e6,0.0016186,297385657671e5,-0.033,-3.296,0.365,-3.296,-3.6609999999999996,fixed T
31.5,EXP4,7.422443,21.544455,10.474738,25.125249,9.044872,25.049142,525179500000000,1.393345,0.745,248.269,286248515539e4,2.1564e-6,2.67467e-7,2.25874e-6,2.6676e-7,286275737805e6,0.00161811,297394769146e5,-0.042,-3.274,0.354,-3.273,-3.6270000000000002,fixed T
32.5,EXP4,7.422627,21.714309,10.490972,25.270895,9.039065,25.203531,520643600000000,1.381311,0.745,248.269,286260469185e4,2.15649e-6,2.61599e-7,2.25481e-6,2.60992e-7,286195180568e6,0.00161765,297403121876e5,-0.05,-3.238,0.342,-3.237,-3.579,fixed T
33.5,EXP4,7.422772,21.873329,10.506572,25.407317,9.033337,25.348467,515861200000000,1.368622,0.745,248.269,286271931975e4,2.15658e-6,2.56186e-7,2.25098e-6,2.55671e-7,286120230976e6,0.00161723,297410792557e5,-0.058,-3.213,0.332,-3.213,-3.545,fixed T
34.5,EXP4,7.422865,22.023854,10.521583,25.530202,9.027492,25.485619,508639500000000,1.349463,0.745,248.269,286282007443e4,2.15666e-6,2.50693e-7,2.24728e-6,2.5031e-7,286053252674e6,0.00161685,297417879154e5,-0.066,-3.188,0.321,-3.188,-3.5090000000000003,fixed T
35.5,EXP4,7.42303,22.166202,10.536047,25.643349,9.021299,25.615067,504234300000000,1.337775,0.745,248.269,286291862851e4,2.15673e-6,2.45677e-7,2.24366e-6,2.45441e-7,285993192202e6,0.00161651,297424342784e5,-0.073,-3.16,0.312,-3.16,-3.472,fixed T
36.5,EXP4,7.423207,22.299511,10.549991,25.754609,9.015214,25.736455,500980500000000,1.329143,0.745,248.269,286301916353e4,2.15681e-6,2.41329e-7,2.24017e-6,2.41181e-7,285932614337e6,0.00161617,297430427838e5,-0.08,-3.125,0.302,-3.125,-3.427,fixed T
37.5,EXP4,7.423305,22.425464,10.563443,25.856792,9.009319,25.850897,495509700000000,1.314628,0.745,248.269,286312083034e4,2.15688e-6,2.3745e-7,2.2368e-6,2.37403e-7,28587671908e7,0.00161585,297436140748e5,-0.087,-3.103,0.293,-3.103,-3.3960000000000004,fixed T
38.5,EXP4,7.423463,22.542233,10.576436,25.956833,9.003454,25.956833,491852000000000,1.304924,0.745,248.269,286322132877e4,2.15696e-6,2.34809e-7,2.23353e-6,2.34809e-7,285826087927e6,0.00161557,297441312762e5,-0.094,-3.073,0.284,-3.073,-3.3569999999999998,fixed T
39.5,EXP4,7.423675,22.648083,10.589005,26.052699,8.99776,26.052699,490456900000000,1.301223,0.745,248.269,286330063408e4,2.15702e-6,2.32416e-7,2.23037e-6,2.32416e-7,285773342678e6,0.00161527,297446241155e5,-0.1,-3.044,0.275,-3.044,-3.319,fixed T
4.5,EXP4,7.675818,22.840277,11.142094,26.411479,9.320895,26.409752,553002200000000,1.46716,0.745,248.269,285421777318e4,2.15018e-6,6.21381e-8,2.41389e-6,6.21358e-8,148191556346e6,8.37619e-4,296354168353e5,0.704,2.489,0.697,2.489,1.7919999999999998,fixed T
40.5,EXP4,7.423857,22.743126,10.601192,26.138672,8.992311,26.138672,487650400000000,1.293777,0.745,248.269,286336757973e4,2.15707e-6,2.30493e-7,2.22731e-6,2.30493e-7,285724246251e6,0.00161499,297450918357e5,-0.106,-3.016,0.266,-3.016,-3.282,fixed T
41.5,EXP4,7.423975,22.827816,10.613044,26.215436,8.987078,26.215436,482783300000000,1.280864,0.745,248.269,286342407231e4,2.15711e-6,2.28769e-7,2.22437e-6,2.28769e-7,28567941303e7,0.00161474,297455407019e5,-0.112,-2.997,0.258,-2.997,-3.255,fixed T
42.5,EXP4,7.424156,22.903454,10.624599,26.284427,8.982069,26.284427,480440200000000,1.274648,0.745,248.269,286348157315e4,2.15716e-6,2.27406e-7,2.22155e-6,2.27406e-7,28563480149e7,0.00161449,297459777484e5,-0.117,-2.967,0.25,-2.967,-3.217,fixed T
43.5,EXP4,7.424314,22.973133,10.635884,26.347987,8.977442,26.347987,477095600000000,1.265774,0.745,248.269,286354338396e4,2.1572e-6,2.26226e-7,2.21887e-6,2.26226e-7,285592866267e6,0.00161425,297463999254e5,-0.122,-2.934,0.243,-2.934,-3.177,fixed T
44.5,EXP4,7.424461,23.039221,10.646914,26.408069,8.973148,26.408069,474293800000000,1.258341,0.745,248.269,286361070626e4,2.15726e-6,2.25295e-7,2.21632e-6,2.25295e-7,285551117845e6,0.00161401,297468140883e5,-0.128,-2.907,0.235,-2.907,-3.142,fixed T
45.5,EXP4,7.424606,23.102394,10.6577,26.465293,8.969215,26.465293,470976600000000,1.24954,0.745,248.269,286367336737e4,2.1573e-6,2.24239e-7,2.21391e-6,2.24239e-7,28551005414e7,0.00161378,297472168082e5,-0.133,-2.882,0.228,-2.882,-3.1100000000000003,fixed T
46.5,EXP4,7.42475,23.16353,10.668251,26.520359,8.965571,26.520359,468845400000000,1.243886,0.745,248.269,286373558414e4,2.15735e-6,2.23304e-7,2.21163e-6,2.23304e-7,28547029841e7,0.00161356,297476078081e5,-0.137,-2.858,0.222,-2.858,-3.08,fixed T
47.5,EXP4,7.424881,23.223243,10.678574,26.573855,8.962195,26.573855,466073900000000,1.236533,0.745,248.269,286379612895e4,2.1574e-6,2.22428e-7,2.2095e-6,2.22428e-7,285430619526e6,0.00161333,297479951219e5,-0.142,-2.83,0.215,-2.83,-3.045,fixed T
48.5,EXP4,7.425019,23.28178,10.688671,26.626107,8.959071,26.626107,463663400000000,1.230137,0.745,248.269,286385591192e4,2.15744e-6,2.21421e-7,2.20752e-6,2.21421e-7,285393416464e6,0.00161312,297483676317e5,-0.147,-2.803,0.209,-2.803,-3.012,fixed T
49.5,EXP4,7.425163,23.337421,10.698553,26.675772,8.956147,26.675772,461055700000000,1.223219,0.745,248.269,286390820041e4,2.15748e-6,2.20213e-7,2.2057e-6,2.20213e-7,285356623945e6,0.00161291,297487264032e5,-0.151,-2.779,0.203,-2.779,-2.9819999999999998,fixed T
5.5,EXP4,7.675834,22.84169,11.142152,26.41257,9.320897,26.410844,552801100000000,1.466627,0.745,248.269,285422342984e4,2.15018e-6,6.20685e-8,2.41392e-6,6.20662e-8,148286814273e6,8.38157e-4,296344179251e5,0.705,2.494,0.698,2.494,1.7960000000000003,fixed T
50.5,EXP4,7.42525,23.390928,10.708231,26.723586,8.95347,26.723586,456915100000000,1.212233,0.745,248.269,286396761669e4,2.15752e-6,2.19508e-7,2.20404e-6,2.19508e-7,28532225565e7,0.00161272,297490796161e5,-0.156,-2.757,0.197,-2.757,-2.954,fixed T
51.5,EXP4,7.425421,23.442582,10.71771,26.769735,8.951054,26.769735,456240100000000,1.210443,0.745,248.269,286401715938e4,2.15756e-6,2.18388e-7,2.20254e-6,2.18388e-7,285288193889e6,0.00161253,297494172256e5,-0.16,-2.727,0.192,-2.727,-2.919,fixed T
52.5,EXP4,7.425505,23.492447,10.726998,26.8143,8.948843,26.8143,452874700000000,1.201514,0.745,248.269,286406521003e4,2.1576e-6,2.17369e-7,2.20118e-6,2.17369e-7,285253681521e6,0.00161233,297497513077e5,-0.164,-2.707,0.187,-2.707,-2.8939999999999997,fixed T
53.5,EXP4,7.425664,23.540518,10.7361,26.8573,8.946783,26.8573,452199600000000,1.199723,0.745,248.269,286411220223e4,2.15763e-6,2.16417e-7,2.19993e-6,2.16417e-7,28522020474e7,0.00161214,297500682516e5,-0.168,-2.681,0.182,-2.681,-2.863,fixed T
